dropoff_longitude,dropoff_latitude,week_day,passenger_count
-74.015,40.783,1,0.08333333333333333
-74.015,40.784,1,0.08333333333333333
-74.015,40.784,3,0.16666666666666666
-74.015,40.784,4,0.08333333333333333
-74.015,40.784,6,0.16666666666666666
-74.015,40.787,5,0.16666666666666666
-74.015,40.788,3,0.3333333333333333
-74.015,40.788,6,0.3333333333333333
-74.015,40.79,5,0.3333333333333333
-74.015,40.79,6,0.16666666666666666
-74.015,40.791,2,0.5
-74.015,40.792,4,0.08333333333333333
-74.015,40.796,0,0.08333333333333333
-74.015,40.796,2,0.08333333333333333
-74.015,40.798,1,0.08333333333333333
-74.015,40.799,2,0.08333333333333333
-74.015,40.799,4,0.08333333333333333
-74.015,40.799,6,0.08333333333333333
-74.015,40.803,4,0.08333333333333333
-74.015,40.809,3,0.08333333333333333
-74.015,40.812,6,0.25
-74.015,40.813,4,0.08333333333333333
-74.015,40.815,5,0.08333333333333333
-74.015,40.852,1,0.08333333333333333
-74.015,40.853,5,0.08333333333333333
-74.014,40.703,0,175.91666666666666
-74.014,40.703,1,178.41666666666666
-74.014,40.703,2,174.08333333333334
-74.014,40.703,3,192.25
-74.014,40.703,4,183.5
-74.014,40.703,5,279.5833333333333
-74.014,40.703,6,227.08333333333334
-74.014,40.704,0,176.5
-74.014,40.704,1,185.16666666666666
-74.014,40.704,2,170.75
-74.014,40.704,3,173.58333333333334
-74.014,40.704,4,165.08333333333334
-74.014,40.704,5,202.41666666666666
-74.014,40.704,6,170.58333333333334
-74.014,40.705,0,72.5
-74.014,40.705,1,84.5
-74.014,40.705,2,77.08333333333333
-74.014,40.705,3,82.0
-74.014,40.705,4,72.16666666666667
-74.014,40.705,5,79.16666666666667
-74.014,40.705,6,73.33333333333333
-74.014,40.706,0,21.666666666666668
-74.014,40.706,1,25.333333333333332
-74.014,40.706,2,24.416666666666668
-74.014,40.706,3,28.666666666666668
-74.014,40.706,4,20.5
-74.014,40.706,5,24.583333333333332
-74.014,40.706,6,25.0
-74.014,40.707,0,17.166666666666668
-74.014,40.707,1,20.75
-74.014,40.707,2,26.166666666666668
-74.014,40.707,3,22.833333333333332
-74.014,40.707,4,27.5
-74.014,40.707,5,28.333333333333332
-74.014,40.707,6,18.916666666666668
-74.014,40.708,0,157.33333333333334
-74.014,40.708,1,174.25
-74.014,40.708,2,157.0
-74.014,40.708,3,165.66666666666666
-74.014,40.708,4,175.41666666666666
-74.014,40.708,5,256.1666666666667
-74.014,40.708,6,231.66666666666666
-74.014,40.709,0,193.5
-74.014,40.709,1,202.83333333333334
-74.014,40.709,2,193.08333333333334
-74.014,40.709,3,180.66666666666666
-74.014,40.709,4,216.25
-74.014,40.709,5,299.6666666666667
-74.014,40.709,6,275.8333333333333
-74.014,40.71,0,138.16666666666666
-74.014,40.71,1,133.83333333333334
-74.014,40.71,2,137.33333333333334
-74.014,40.71,3,127.25
-74.014,40.71,4,150.75
-74.014,40.71,5,210.5
-74.014,40.71,6,190.41666666666666
-74.014,40.711,0,59.0
-74.014,40.711,1,57.0
-74.014,40.711,2,61.583333333333336
-74.014,40.711,3,59.5
-74.014,40.711,4,66.33333333333333
-74.014,40.711,5,78.25
-74.014,40.711,6,62.916666666666664
-74.014,40.712,0,123.83333333333333
-74.014,40.712,1,115.41666666666667
-74.014,40.712,2,113.66666666666667
-74.014,40.712,3,121.91666666666667
-74.014,40.712,4,129.75
-74.014,40.712,5,215.66666666666666
-74.014,40.712,6,150.41666666666666
-74.014,40.713,0,228.08333333333334
-74.014,40.713,1,237.33333333333334
-74.014,40.713,2,222.66666666666666
-74.014,40.713,3,236.25
-74.014,40.713,4,243.0
-74.014,40.713,5,310.3333333333333
-74.014,40.713,6,224.0
-74.014,40.714,0,836.5
-74.014,40.714,1,952.5833333333334
-74.014,40.714,2,871.0
-74.014,40.714,3,900.3333333333334
-74.014,40.714,4,786.0833333333334
-74.014,40.714,5,693.5833333333334
-74.014,40.714,6,516.25
-74.014,40.715,0,858.4166666666666
-74.014,40.715,1,1069.5833333333333
-74.014,40.715,2,990.25
-74.014,40.715,3,996.3333333333334
-74.014,40.715,4,875.8333333333334
-74.014,40.715,5,228.66666666666666
-74.014,40.715,6,226.83333333333334
-74.014,40.716,0,73.08333333333333
-74.014,40.716,1,95.16666666666667
-74.014,40.716,2,89.33333333333333
-74.014,40.716,3,95.25
-74.014,40.716,4,81.0
-74.014,40.716,5,57.0
-74.014,40.716,6,49.416666666666664
-74.014,40.717,0,137.66666666666666
-74.014,40.717,1,166.83333333333334
-74.014,40.717,2,161.91666666666666
-74.014,40.717,3,170.33333333333334
-74.014,40.717,4,147.91666666666666
-74.014,40.717,5,174.08333333333334
-74.014,40.717,6,168.75
-74.014,40.718,0,79.66666666666667
-74.014,40.718,1,102.75
-74.014,40.718,2,102.5
-74.014,40.718,3,102.66666666666667
-74.014,40.718,4,101.25
-74.014,40.718,5,114.91666666666667
-74.014,40.718,6,98.83333333333333
-74.014,40.719,1,0.75
-74.014,40.719,2,0.25
-74.014,40.719,3,0.16666666666666666
-74.014,40.719,5,0.16666666666666666
-74.014,40.719,6,0.08333333333333333
-74.014,40.721,0,0.08333333333333333
-74.014,40.721,5,0.3333333333333333
-74.014,40.721,6,0.16666666666666666
-74.014,40.722,0,0.08333333333333333
-74.014,40.722,2,0.08333333333333333
-74.014,40.722,3,0.08333333333333333
-74.014,40.722,5,0.08333333333333333
-74.014,40.723,3,0.3333333333333333
-74.014,40.724,0,0.08333333333333333
-74.014,40.725,1,0.4166666666666667
-74.014,40.727,0,0.16666666666666666
-74.014,40.727,3,0.08333333333333333
-74.014,40.728,1,0.08333333333333333
-74.014,40.728,6,0.16666666666666666
-74.014,40.729,3,0.08333333333333333
-74.014,40.73,1,0.08333333333333333
-74.014,40.731,4,0.08333333333333333
-74.014,40.734,3,0.25
-74.014,40.734,6,0.4166666666666667
-74.014,40.735,3,0.08333333333333333
-74.014,40.738,3,0.5833333333333334
-74.014,40.739,4,0.08333333333333333
-74.014,40.74,1,0.08333333333333333
-74.014,40.744,3,0.08333333333333333
-74.014,40.746,3,0.25
-74.014,40.75,1,0.08333333333333333
-74.014,40.753,4,0.16666666666666666
-74.014,40.754,6,0.25
-74.014,40.758,1,0.08333333333333333
-74.014,40.76,0,0.16666666666666666
-74.014,40.764,2,0.5
-74.014,40.772,0,0.08333333333333333
-74.014,40.772,3,0.08333333333333333
-74.014,40.772,4,0.3333333333333333
-74.014,40.772,6,0.16666666666666666
-74.014,40.773,1,0.9166666666666666
-74.014,40.773,2,0.3333333333333333
-74.014,40.773,3,0.16666666666666666
-74.014,40.773,4,0.25
-74.014,40.773,5,0.16666666666666666
-74.014,40.773,6,0.08333333333333333
-74.014,40.774,4,0.08333333333333333
-74.014,40.775,0,0.08333333333333333
-74.014,40.775,1,0.08333333333333333
-74.014,40.775,3,0.16666666666666666
-74.014,40.775,6,0.3333333333333333
-74.014,40.776,1,0.08333333333333333
-74.014,40.776,2,0.08333333333333333
-74.014,40.776,3,0.08333333333333333
-74.014,40.776,4,0.08333333333333333
-74.014,40.776,5,0.25
-74.014,40.776,6,0.08333333333333333
-74.014,40.777,2,0.16666666666666666
-74.014,40.777,3,0.4166666666666667
-74.014,40.777,4,0.5833333333333334
-74.014,40.777,5,0.5
-74.014,40.777,6,0.25
-74.014,40.778,1,0.16666666666666666
-74.014,40.778,2,0.08333333333333333
-74.014,40.778,3,0.16666666666666666
-74.014,40.778,4,0.16666666666666666
-74.014,40.778,5,0.25
-74.014,40.778,6,0.25
-74.014,40.779,2,0.16666666666666666
-74.014,40.779,3,0.16666666666666666
-74.014,40.779,4,0.08333333333333333
-74.014,40.779,5,0.5833333333333334
-74.014,40.78,1,0.08333333333333333
-74.014,40.78,2,0.08333333333333333
-74.014,40.78,5,0.25
-74.014,40.78,6,0.08333333333333333
-74.014,40.781,6,0.16666666666666666
-74.014,40.784,2,0.16666666666666666
-74.014,40.785,0,0.25
-74.014,40.785,4,0.08333333333333333
-74.014,40.785,5,0.08333333333333333
-74.014,40.785,6,0.25
-74.014,40.786,1,0.08333333333333333
-74.014,40.786,6,0.5
-74.014,40.788,6,0.08333333333333333
-74.014,40.789,3,0.16666666666666666
-74.014,40.789,5,0.5833333333333334
-74.014,40.79,2,0.08333333333333333
-74.014,40.79,3,0.08333333333333333
-74.014,40.792,0,0.08333333333333333
-74.014,40.792,2,0.08333333333333333
-74.014,40.792,5,0.08333333333333333
-74.014,40.8,1,0.08333333333333333
-74.014,40.8,2,0.16666666666666666
-74.014,40.807,4,0.08333333333333333
-74.014,40.808,5,0.08333333333333333
-74.014,40.809,6,0.08333333333333333
-74.014,40.813,0,0.25
-74.014,40.813,1,0.3333333333333333
-74.014,40.813,3,0.3333333333333333
-74.014,40.813,4,0.4166666666666667
-74.014,40.813,5,0.3333333333333333
-74.014,40.813,6,0.08333333333333333
-74.014,40.814,1,0.16666666666666666
-74.014,40.814,3,0.08333333333333333
-74.014,40.844,3,0.08333333333333333
-74.014,40.845,0,0.5
-74.014,40.845,1,0.4166666666666667
-74.014,40.845,2,0.5
-74.014,40.845,3,0.16666666666666666
-74.014,40.845,4,0.25
-74.014,40.845,5,0.08333333333333333
-74.014,40.845,6,0.25
-74.014,40.847,3,0.08333333333333333
-74.014,40.852,0,1.25
-74.014,40.852,1,0.6666666666666666
-74.014,40.852,2,2.0833333333333335
-74.014,40.852,3,0.9166666666666666
-74.014,40.852,4,0.4166666666666667
-74.014,40.852,5,0.75
-74.014,40.852,6,1.5
-74.014,40.853,0,0.08333333333333333
-74.014,40.853,1,0.08333333333333333
-74.013,40.703,0,82.5
-74.013,40.703,1,102.08333333333333
-74.013,40.703,2,88.41666666666667
-74.013,40.703,3,94.66666666666667
-74.013,40.703,4,88.08333333333333
-74.013,40.703,5,72.16666666666667
-74.013,40.703,6,70.0
-74.013,40.704,0,128.16666666666666
-74.013,40.704,1,127.83333333333333
-74.013,40.704,2,115.66666666666667
-74.013,40.704,3,130.83333333333334
-74.013,40.704,4,136.66666666666666
-74.013,40.704,5,127.66666666666667
-74.013,40.704,6,135.58333333333334
-74.013,40.705,0,66.08333333333333
-74.013,40.705,1,81.75
-74.013,40.705,2,67.25
-74.013,40.705,3,76.66666666666667
-74.013,40.705,4,61.083333333333336
-74.013,40.705,5,75.58333333333333
-74.013,40.705,6,51.25
-74.013,40.706,0,120.91666666666667
-74.013,40.706,1,141.0
-74.013,40.706,2,135.41666666666666
-74.013,40.706,3,116.91666666666667
-74.013,40.706,4,108.41666666666667
-74.013,40.706,5,110.16666666666667
-74.013,40.706,6,80.33333333333333
-74.013,40.707,0,63.166666666666664
-74.013,40.707,1,81.75
-74.013,40.707,2,65.41666666666667
-74.013,40.707,3,68.66666666666667
-74.013,40.707,4,81.58333333333333
-74.013,40.707,5,76.5
-74.013,40.707,6,53.916666666666664
-74.013,40.708,0,47.333333333333336
-74.013,40.708,1,56.5
-74.013,40.708,2,58.0
-74.013,40.708,3,58.25
-74.013,40.708,4,61.333333333333336
-74.013,40.708,5,63.833333333333336
-74.013,40.708,6,64.66666666666667
-74.013,40.709,0,70.5
-74.013,40.709,1,76.25
-74.013,40.709,2,70.58333333333333
-74.013,40.709,3,75.16666666666667
-74.013,40.709,4,93.91666666666667
-74.013,40.709,5,136.33333333333334
-74.013,40.709,6,122.25
-74.013,40.71,0,27.916666666666668
-74.013,40.71,1,30.5
-74.013,40.71,2,24.166666666666668
-74.013,40.71,3,30.25
-74.013,40.71,4,35.333333333333336
-74.013,40.71,5,54.25
-74.013,40.71,6,51.416666666666664
-74.013,40.711,0,1.9166666666666667
-74.013,40.711,1,2.4166666666666665
-74.013,40.711,2,4.166666666666667
-74.013,40.711,3,2.75
-74.013,40.711,4,3.9166666666666665
-74.013,40.711,5,5.75
-74.013,40.711,6,4.166666666666667
-74.013,40.712,0,1.0833333333333333
-74.013,40.712,1,2.4166666666666665
-74.013,40.712,2,2.0833333333333335
-74.013,40.712,3,2.5
-74.013,40.712,4,2.3333333333333335
-74.013,40.712,5,1.75
-74.013,40.712,6,2.5
-74.013,40.713,0,18.0
-74.013,40.713,1,18.333333333333332
-74.013,40.713,2,12.833333333333334
-74.013,40.713,3,19.333333333333332
-74.013,40.713,4,15.666666666666666
-74.013,40.713,5,16.25
-74.013,40.713,6,13.833333333333334
-74.013,40.714,0,82.58333333333333
-74.013,40.714,1,97.91666666666667
-74.013,40.714,2,99.25
-74.013,40.714,3,94.25
-74.013,40.714,4,91.91666666666667
-74.013,40.714,5,89.25
-74.013,40.714,6,79.5
-74.013,40.715,0,199.5
-74.013,40.715,1,237.75
-74.013,40.715,2,230.58333333333334
-74.013,40.715,3,223.75
-74.013,40.715,4,191.5
-74.013,40.715,5,75.66666666666667
-74.013,40.715,6,78.83333333333333
-74.013,40.716,0,171.08333333333334
-74.013,40.716,1,190.83333333333334
-74.013,40.716,2,193.08333333333334
-74.013,40.716,3,178.25
-74.013,40.716,4,162.66666666666666
-74.013,40.716,5,110.91666666666667
-74.013,40.716,6,100.33333333333333
-74.013,40.717,0,132.08333333333334
-74.013,40.717,1,151.58333333333334
-74.013,40.717,2,158.5
-74.013,40.717,3,155.16666666666666
-74.013,40.717,4,155.0
-74.013,40.717,5,170.83333333333334
-74.013,40.717,6,147.16666666666666
-74.013,40.718,0,22.333333333333332
-74.013,40.718,1,24.5
-74.013,40.718,2,24.583333333333332
-74.013,40.718,3,28.416666666666668
-74.013,40.718,4,27.333333333333332
-74.013,40.718,5,27.0
-74.013,40.718,6,24.333333333333332
-74.013,40.719,0,7.0
-74.013,40.719,1,5.333333333333333
-74.013,40.719,2,4.833333333333333
-74.013,40.719,3,5.583333333333333
-74.013,40.719,4,5.916666666666667
-74.013,40.719,5,7.083333333333333
-74.013,40.719,6,10.0
-74.013,40.72,0,2.0833333333333335
-74.013,40.72,1,1.1666666666666667
-74.013,40.72,2,3.25
-74.013,40.72,3,2.1666666666666665
-74.013,40.72,4,2.1666666666666665
-74.013,40.72,5,3.9166666666666665
-74.013,40.72,6,5.083333333333333
-74.013,40.721,0,0.16666666666666666
-74.013,40.721,1,0.5
-74.013,40.721,2,0.08333333333333333
-74.013,40.721,3,0.5833333333333334
-74.013,40.721,4,0.08333333333333333
-74.013,40.721,6,0.08333333333333333
-74.013,40.722,1,0.08333333333333333
-74.013,40.722,2,0.16666666666666666
-74.013,40.722,4,0.08333333333333333
-74.013,40.723,1,0.3333333333333333
-74.013,40.723,5,0.08333333333333333
-74.013,40.724,3,0.08333333333333333
-74.013,40.724,6,0.4166666666666667
-74.013,40.725,2,0.08333333333333333
-74.013,40.726,1,0.08333333333333333
-74.013,40.726,5,0.08333333333333333
-74.013,40.727,0,0.08333333333333333
-74.013,40.727,3,0.08333333333333333
-74.013,40.728,6,0.08333333333333333
-74.013,40.729,4,0.08333333333333333
-74.013,40.73,3,0.08333333333333333
-74.013,40.731,2,0.08333333333333333
-74.013,40.733,4,0.08333333333333333
-74.013,40.737,1,0.16666666666666666
-74.013,40.741,2,0.08333333333333333
-74.013,40.742,3,0.08333333333333333
-74.013,40.743,3,0.16666666666666666
-74.013,40.745,0,0.08333333333333333
-74.013,40.746,5,0.5
-74.013,40.746,6,0.08333333333333333
-74.013,40.747,0,0.16666666666666666
-74.013,40.747,3,0.08333333333333333
-74.013,40.75,4,0.16666666666666666
-74.013,40.754,3,0.08333333333333333
-74.013,40.756,2,0.08333333333333333
-74.013,40.756,6,0.5
-74.013,40.761,5,0.25
-74.013,40.763,3,0.25
-74.013,40.764,2,0.08333333333333333
-74.013,40.765,1,0.16666666666666666
-74.013,40.765,4,0.08333333333333333
-74.013,40.771,1,0.25
-74.013,40.771,5,0.16666666666666666
-74.013,40.771,6,0.08333333333333333
-74.013,40.772,0,0.9166666666666666
-74.013,40.772,1,0.8333333333333334
-74.013,40.772,2,0.6666666666666666
-74.013,40.772,3,0.9166666666666666
-74.013,40.772,4,0.5
-74.013,40.772,5,1.0833333333333333
-74.013,40.772,6,0.4166666666666667
-74.013,40.773,0,0.25
-74.013,40.773,1,0.25
-74.013,40.773,2,0.08333333333333333
-74.013,40.773,3,0.25
-74.013,40.773,4,0.8333333333333334
-74.013,40.773,5,1.0833333333333333
-74.013,40.773,6,0.3333333333333333
-74.013,40.774,1,0.16666666666666666
-74.013,40.774,2,0.08333333333333333
-74.013,40.774,5,0.08333333333333333
-74.013,40.775,2,0.08333333333333333
-74.013,40.775,4,0.08333333333333333
-74.013,40.778,3,0.16666666666666666
-74.013,40.778,4,0.16666666666666666
-74.013,40.778,5,0.08333333333333333
-74.013,40.778,6,0.5
-74.013,40.779,0,0.08333333333333333
-74.013,40.779,2,0.08333333333333333
-74.013,40.779,3,0.25
-74.013,40.779,4,0.16666666666666666
-74.013,40.779,5,0.08333333333333333
-74.013,40.779,6,0.16666666666666666
-74.013,40.78,1,0.16666666666666666
-74.013,40.78,2,0.25
-74.013,40.78,4,0.25
-74.013,40.781,4,0.08333333333333333
-74.013,40.781,6,0.08333333333333333
-74.013,40.782,1,0.08333333333333333
-74.013,40.782,2,0.08333333333333333
-74.013,40.783,6,0.4166666666666667
-74.013,40.786,5,0.4166666666666667
-74.013,40.787,2,0.08333333333333333
-74.013,40.787,4,0.25
-74.013,40.787,5,0.16666666666666666
-74.013,40.788,1,0.08333333333333333
-74.013,40.788,4,0.08333333333333333
-74.013,40.789,5,0.16666666666666666
-74.013,40.789,6,0.08333333333333333
-74.013,40.791,3,0.16666666666666666
-74.013,40.791,4,0.25
-74.013,40.794,0,0.08333333333333333
-74.013,40.794,1,0.25
-74.013,40.794,2,0.08333333333333333
-74.013,40.794,3,0.4166666666666667
-74.013,40.794,4,0.25
-74.013,40.794,5,0.25
-74.013,40.795,5,0.08333333333333333
-74.013,40.796,6,0.08333333333333333
-74.013,40.797,2,0.5833333333333334
-74.013,40.797,3,0.25
-74.013,40.797,4,0.08333333333333333
-74.013,40.8,2,0.16666666666666666
-74.013,40.8,5,0.08333333333333333
-74.013,40.801,4,0.08333333333333333
-74.013,40.802,0,0.16666666666666666
-74.013,40.802,4,0.08333333333333333
-74.013,40.803,5,0.16666666666666666
-74.013,40.804,2,0.6666666666666666
-74.013,40.806,6,0.16666666666666666
-74.013,40.807,3,0.08333333333333333
-74.013,40.813,0,0.08333333333333333
-74.013,40.813,1,0.08333333333333333
-74.013,40.813,2,0.16666666666666666
-74.013,40.813,4,0.8333333333333334
-74.013,40.815,5,0.08333333333333333
-74.013,40.824,1,0.08333333333333333
-74.013,40.824,3,0.08333333333333333
-74.013,40.828,0,0.08333333333333333
-74.013,40.835,4,0.4166666666666667
-74.013,40.847,3,0.08333333333333333
-74.013,40.847,4,0.08333333333333333
-74.013,40.848,0,0.08333333333333333
-74.013,40.85,0,1.0833333333333333
-74.013,40.85,1,1.5
-74.013,40.85,2,1.4166666666666667
-74.013,40.85,3,0.75
-74.013,40.85,4,0.5833333333333334
-74.013,40.851,0,0.08333333333333333
-74.013,40.852,0,0.25
-74.013,40.852,2,0.25
-74.013,40.852,3,0.25
-74.013,40.852,4,0.08333333333333333
-74.013,40.852,5,0.08333333333333333
-74.013,40.853,0,0.16666666666666666
-74.013,40.853,1,0.08333333333333333
-74.013,40.853,2,0.08333333333333333
-74.013,40.853,5,0.08333333333333333
-74.012,40.703,0,157.66666666666666
-74.012,40.703,1,192.25
-74.012,40.703,2,202.33333333333334
-74.012,40.703,3,210.58333333333334
-74.012,40.703,4,186.5
-74.012,40.703,5,131.5
-74.012,40.703,6,114.16666666666667
-74.012,40.704,0,217.41666666666666
-74.012,40.704,1,271.0
-74.012,40.704,2,255.5
-74.012,40.704,3,273.0833333333333
-74.012,40.704,4,253.66666666666666
-74.012,40.704,5,192.5
-74.012,40.704,6,163.08333333333334
-74.012,40.705,0,78.66666666666667
-74.012,40.705,1,103.08333333333333
-74.012,40.705,2,87.83333333333333
-74.012,40.705,3,97.58333333333333
-74.012,40.705,4,84.75
-74.012,40.705,5,77.58333333333333
-74.012,40.705,6,62.916666666666664
-74.012,40.706,0,13.083333333333334
-74.012,40.706,1,12.416666666666666
-74.012,40.706,2,10.833333333333334
-74.012,40.706,3,12.083333333333334
-74.012,40.706,4,8.75
-74.012,40.706,5,6.833333333333333
-74.012,40.706,6,8.083333333333334
-74.012,40.707,0,170.08333333333334
-74.012,40.707,1,213.75
-74.012,40.707,2,197.0
-74.012,40.707,3,208.25
-74.012,40.707,4,212.33333333333334
-74.012,40.707,5,232.5
-74.012,40.707,6,214.83333333333334
-74.012,40.708,0,247.75
-74.012,40.708,1,289.4166666666667
-74.012,40.708,2,288.4166666666667
-74.012,40.708,3,295.6666666666667
-74.012,40.708,4,301.5833333333333
-74.012,40.708,5,379.0833333333333
-74.012,40.708,6,344.9166666666667
-74.012,40.709,0,58.25
-74.012,40.709,1,58.083333333333336
-74.012,40.709,2,62.5
-74.012,40.709,3,67.83333333333333
-74.012,40.709,4,57.0
-74.012,40.709,5,75.58333333333333
-74.012,40.709,6,66.41666666666667
-74.012,40.71,0,52.833333333333336
-74.012,40.71,1,48.5
-74.012,40.71,2,49.166666666666664
-74.012,40.71,3,46.833333333333336
-74.012,40.71,4,54.916666666666664
-74.012,40.71,5,73.66666666666667
-74.012,40.71,6,68.83333333333333
-74.012,40.711,0,4.75
-74.012,40.711,1,6.583333333333333
-74.012,40.711,2,6.083333333333333
