dropoff_longitude,dropoff_latitude,week_day,passenger_count
-73.991,40.737,4,264.25
-73.991,40.737,5,277.5833333333333
-73.991,40.737,6,220.66666666666666
-73.991,40.738,0,145.0
-73.991,40.738,1,170.75
-73.991,40.738,2,159.0
-73.991,40.738,3,164.0
-73.991,40.738,4,154.83333333333334
-73.991,40.738,5,177.33333333333334
-73.991,40.738,6,141.08333333333334
-73.991,40.739,0,292.6666666666667
-73.991,40.739,1,379.0
-73.991,40.739,2,367.75
-73.991,40.739,3,353.9166666666667
-73.991,40.739,4,339.9166666666667
-73.991,40.739,5,298.0
-73.991,40.739,6,194.16666666666666
-73.991,40.74,0,427.25
-73.991,40.74,1,526.3333333333334
-73.991,40.74,2,512.0833333333334
-73.991,40.74,3,487.5833333333333
-73.991,40.74,4,454.9166666666667
-73.991,40.74,5,410.4166666666667
-73.991,40.74,6,303.4166666666667
-73.991,40.741,0,122.25
-73.991,40.741,1,162.25
-73.991,40.741,2,150.41666666666666
-73.991,40.741,3,151.83333333333334
-73.991,40.741,4,144.25
-73.991,40.741,5,119.33333333333333
-73.991,40.741,6,77.0
-73.991,40.742,0,268.0
-73.991,40.742,1,333.8333333333333
-73.991,40.742,2,297.5
-73.991,40.742,3,303.25
-73.991,40.742,4,275.8333333333333
-73.991,40.742,5,277.4166666666667
-73.991,40.742,6,220.83333333333334
-73.991,40.743,0,108.66666666666667
-73.991,40.743,1,131.5
-73.991,40.743,2,112.66666666666667
-73.991,40.743,3,122.58333333333333
-73.991,40.743,4,137.25
-73.991,40.743,5,130.0
-73.991,40.743,6,100.75
-73.991,40.744,0,146.5
-73.991,40.744,1,187.41666666666666
-73.991,40.744,2,183.58333333333334
-73.991,40.744,3,199.58333333333334
-73.991,40.744,4,209.5
-73.991,40.744,5,239.75
-73.991,40.744,6,173.91666666666666
-73.991,40.745,0,451.0833333333333
-73.991,40.745,1,559.6666666666666
-73.991,40.745,2,523.0
-73.991,40.745,3,562.3333333333334
-73.991,40.745,4,582.9166666666666
-73.991,40.745,5,671.0833333333334
-73.991,40.745,6,512.0
-73.991,40.746,0,291.75
-73.991,40.746,1,332.8333333333333
-73.991,40.746,2,326.1666666666667
-73.991,40.746,3,324.75
-73.991,40.746,4,330.8333333333333
-73.991,40.746,5,390.8333333333333
-73.991,40.746,6,301.4166666666667
-73.991,40.747,0,175.0
-73.991,40.747,1,188.0
-73.991,40.747,2,171.91666666666666
-73.991,40.747,3,172.08333333333334
-73.991,40.747,4,180.16666666666666
-73.991,40.747,5,178.25
-73.991,40.747,6,146.33333333333334
-73.991,40.748,0,80.83333333333333
-73.991,40.748,1,70.83333333333333
-73.991,40.748,2,77.41666666666667
-73.991,40.748,3,94.66666666666667
-73.991,40.748,4,90.91666666666667
-73.991,40.748,5,88.83333333333333
-73.991,40.748,6,88.75
-73.991,40.749,0,607.75
-73.991,40.749,1,744.3333333333334
-73.991,40.749,2,733.1666666666666
-73.991,40.749,3,795.9166666666666
-73.991,40.749,4,868.1666666666666
-73.991,40.749,5,824.75
-73.991,40.749,6,725.9166666666666
-73.991,40.75,0,2746.25
-73.991,40.75,1,3178.25
-73.991,40.75,2,3144.3333333333335
-73.991,40.75,3,3316.1666666666665
-73.991,40.75,4,3378.1666666666665
-73.991,40.75,5,3712.1666666666665
-73.991,40.75,6,3783.5
-73.991,40.751,0,1539.9166666666667
-73.991,40.751,1,1816.3333333333333
-73.991,40.751,2,1701.1666666666667
-73.991,40.751,3,1800.9166666666667
-73.991,40.751,4,1859.9166666666667
-73.991,40.751,5,2431.5
-73.991,40.751,6,2237.1666666666665
-73.991,40.752,0,178.16666666666666
-73.991,40.752,1,179.33333333333334
-73.991,40.752,2,167.08333333333334
-73.991,40.752,3,169.83333333333334
-73.991,40.752,4,182.16666666666666
-73.991,40.752,5,186.91666666666666
-73.991,40.752,6,145.41666666666666
-73.991,40.753,0,56.583333333333336
-73.991,40.753,1,57.75
-73.991,40.753,2,56.833333333333336
-73.991,40.753,3,60.75
-73.991,40.753,4,54.5
-73.991,40.753,5,50.666666666666664
-73.991,40.753,6,34.083333333333336
-73.991,40.754,0,117.91666666666667
-73.991,40.754,1,140.58333333333334
-73.991,40.754,2,135.25
-73.991,40.754,3,137.33333333333334
-73.991,40.754,4,111.25
-73.991,40.754,5,103.75
-73.991,40.754,6,67.33333333333333
-73.991,40.755,0,437.75
-73.991,40.755,1,541.3333333333334
-73.991,40.755,2,519.5833333333334
-73.991,40.755,3,536.0
-73.991,40.755,4,569.5833333333334
-73.991,40.755,5,624.0
-73.991,40.755,6,398.25
-73.991,40.756,0,1106.3333333333333
-73.991,40.756,1,1235.8333333333333
-73.991,40.756,2,1207.6666666666667
-73.991,40.756,3,1289.5833333333333
-73.991,40.756,4,1315.0
-73.991,40.756,5,1469.5
-73.991,40.756,6,1285.3333333333333
-73.991,40.757,0,121.41666666666667
-73.991,40.757,1,129.58333333333334
-73.991,40.757,2,119.66666666666667
-73.991,40.757,3,129.25
-73.991,40.757,4,125.5
-73.991,40.757,5,154.41666666666666
-73.991,40.757,6,137.08333333333334
-73.991,40.758,0,229.58333333333334
-73.991,40.758,1,254.08333333333334
-73.991,40.758,2,238.91666666666666
-73.991,40.758,3,239.5
-73.991,40.758,4,264.3333333333333
-73.991,40.758,5,327.0
-73.991,40.758,6,309.9166666666667
-73.991,40.759,0,105.08333333333333
-73.991,40.759,1,116.08333333333333
-73.991,40.759,2,117.0
-73.991,40.759,3,114.08333333333333
-73.991,40.759,4,127.16666666666667
-73.991,40.759,5,173.5
-73.991,40.759,6,168.5
-73.991,40.76,0,229.25
-73.991,40.76,1,271.6666666666667
-73.991,40.76,2,273.25
-73.991,40.76,3,272.5833333333333
-73.991,40.76,4,314.25
-73.991,40.76,5,442.5
-73.991,40.76,6,340.8333333333333
-73.991,40.761,0,268.5
-73.991,40.761,1,346.5
-73.991,40.761,2,359.1666666666667
-73.991,40.761,3,359.4166666666667
-73.991,40.761,4,441.9166666666667
-73.991,40.761,5,724.5833333333334
-73.991,40.761,6,464.5833333333333
-73.991,40.762,0,33.333333333333336
-73.991,40.762,1,40.083333333333336
-73.991,40.762,2,32.75
-73.991,40.762,3,35.333333333333336
-73.991,40.762,4,40.333333333333336
-73.991,40.762,5,55.416666666666664
-73.991,40.762,6,51.083333333333336
-73.991,40.763,0,38.416666666666664
-73.991,40.763,1,43.416666666666664
-73.991,40.763,2,41.5
-73.991,40.763,3,44.666666666666664
-73.991,40.763,4,48.416666666666664
-73.991,40.763,5,61.166666666666664
-73.991,40.763,6,62.75
-73.991,40.764,0,57.583333333333336
-73.991,40.764,1,57.583333333333336
-73.991,40.764,2,57.083333333333336
-73.991,40.764,3,71.16666666666667
-73.991,40.764,4,68.16666666666667
-73.991,40.764,5,74.66666666666667
-73.991,40.764,6,71.66666666666667
-73.991,40.765,0,123.58333333333333
-73.991,40.765,1,138.83333333333334
-73.991,40.765,2,139.58333333333334
-73.991,40.765,3,144.91666666666666
-73.991,40.765,4,154.83333333333334
-73.991,40.765,5,218.08333333333334
-73.991,40.765,6,197.25
-73.991,40.766,0,187.33333333333334
-73.991,40.766,1,216.58333333333334
-73.991,40.766,2,213.66666666666666
-73.991,40.766,3,217.33333333333334
-73.991,40.766,4,236.58333333333334
-73.991,40.766,5,316.6666666666667
-73.991,40.766,6,289.9166666666667
-73.991,40.767,0,33.083333333333336
-73.991,40.767,1,38.333333333333336
-73.991,40.767,2,41.833333333333336
-73.991,40.767,3,36.666666666666664
-73.991,40.767,4,45.25
-73.991,40.767,5,41.166666666666664
-73.991,40.767,6,38.666666666666664
-73.991,40.768,0,30.0
-73.991,40.768,1,41.75
-73.991,40.768,2,37.75
-73.991,40.768,3,40.5
-73.991,40.768,4,45.166666666666664
-73.991,40.768,5,41.166666666666664
-73.991,40.768,6,37.083333333333336
-73.991,40.769,0,19.916666666666668
-73.991,40.769,1,20.166666666666668
-73.991,40.769,2,26.75
-73.991,40.769,3,23.583333333333332
-73.991,40.769,4,27.25
-73.991,40.769,5,27.916666666666668
-73.991,40.769,6,16.166666666666668
-73.991,40.77,0,172.25
-73.991,40.77,1,207.16666666666666
-73.991,40.77,2,189.66666666666666
-73.991,40.77,3,192.0
-73.991,40.77,4,178.41666666666666
-73.991,40.77,5,115.91666666666667
-73.991,40.77,6,89.33333333333333
-73.991,40.771,0,74.66666666666667
-73.991,40.771,1,107.0
-73.991,40.771,2,100.75
-73.991,40.771,3,88.75
-73.991,40.771,4,100.58333333333333
-73.991,40.771,5,82.83333333333333
-73.991,40.771,6,51.75
-73.991,40.772,0,21.75
-73.991,40.772,1,29.0
-73.991,40.772,2,28.0
-73.991,40.772,3,28.333333333333332
-73.991,40.772,4,27.583333333333332
-73.991,40.772,5,24.0
-73.991,40.772,6,19.333333333333332
-73.991,40.773,0,0.5833333333333334
-73.991,40.773,1,0.9166666666666666
-73.991,40.773,2,0.9166666666666666
-73.991,40.773,3,0.8333333333333334
-73.991,40.773,4,2.6666666666666665
-73.991,40.773,5,1.25
-73.991,40.773,6,1.25
-73.991,40.774,0,13.916666666666666
-73.991,40.774,1,13.333333333333334
-73.991,40.774,2,13.416666666666666
-73.991,40.774,3,17.083333333333332
-73.991,40.774,4,18.833333333333332
-73.991,40.774,5,18.333333333333332
-73.991,40.774,6,17.75
-73.991,40.775,0,191.5
-73.991,40.775,1,226.58333333333334
-73.991,40.775,2,201.08333333333334
-73.991,40.775,3,216.66666666666666
-73.991,40.775,4,224.08333333333334
-73.991,40.775,5,218.83333333333334
-73.991,40.775,6,186.5
-73.991,40.776,0,4.5
-73.991,40.776,1,5.25
-73.991,40.776,2,3.6666666666666665
-73.991,40.776,3,4.333333333333333
-73.991,40.776,4,4.5
-73.991,40.776,5,3.8333333333333335
-73.991,40.776,6,4.75
-73.991,40.777,0,0.3333333333333333
-73.991,40.777,1,0.5833333333333334
-73.991,40.777,2,1.25
-73.991,40.777,3,0.3333333333333333
-73.991,40.777,4,0.3333333333333333
-73.991,40.777,5,0.4166666666666667
-73.991,40.777,6,1.75
-73.991,40.778,0,0.08333333333333333
-73.991,40.778,3,0.25
-73.991,40.778,6,0.5833333333333334
-73.991,40.779,5,0.08333333333333333
-73.991,40.779,6,0.4166666666666667
-73.991,40.78,4,0.3333333333333333
-73.991,40.782,0,0.25
-73.991,40.783,1,0.08333333333333333
-73.991,40.785,1,0.16666666666666666
-73.991,40.788,1,0.08333333333333333
-73.991,40.789,4,0.08333333333333333
-73.991,40.79,2,0.08333333333333333
-73.991,40.79,6,0.08333333333333333
-73.991,40.791,6,0.3333333333333333
-73.991,40.799,3,0.16666666666666666
-73.991,40.804,0,0.08333333333333333
-73.991,40.804,1,0.08333333333333333
-73.991,40.804,2,0.08333333333333333
-73.991,40.804,4,0.25
-73.991,40.804,5,0.25
-73.991,40.804,6,0.16666666666666666
-73.991,40.806,3,0.08333333333333333
-73.991,40.806,4,0.08333333333333333
-73.991,40.807,3,0.08333333333333333
-73.991,40.807,4,0.08333333333333333
-73.991,40.808,5,0.16666666666666666
-73.991,40.809,0,0.08333333333333333
-73.991,40.809,1,0.08333333333333333
-73.991,40.809,2,0.08333333333333333
-73.991,40.809,3,0.25
-73.991,40.809,6,0.16666666666666666
-73.991,40.81,0,0.3333333333333333
-73.991,40.811,1,0.16666666666666666
-73.991,40.811,3,0.25
-73.991,40.811,4,0.16666666666666666
-73.991,40.812,1,0.3333333333333333
-73.991,40.812,3,0.25
-73.991,40.812,4,0.16666666666666666
-73.991,40.812,5,0.16666666666666666
-73.991,40.813,0,0.08333333333333333
-73.991,40.813,4,0.08333333333333333
-73.991,40.814,6,0.16666666666666666
-73.991,40.815,1,0.08333333333333333
-73.991,40.815,3,0.08333333333333333
-73.991,40.815,5,0.08333333333333333
-73.991,40.815,6,0.16666666666666666
-73.991,40.816,3,0.08333333333333333
-73.991,40.818,4,0.08333333333333333
-73.991,40.821,4,0.08333333333333333
-73.991,40.822,5,0.3333333333333333
-73.991,40.826,1,0.16666666666666666
-73.991,40.83,6,0.25
-73.991,40.832,1,0.16666666666666666
-73.991,40.832,4,0.08333333333333333
-73.991,40.833,6,0.16666666666666666
-73.991,40.834,0,0.08333333333333333
-73.991,40.835,4,0.08333333333333333
-73.991,40.836,4,0.16666666666666666
-73.991,40.837,3,0.08333333333333333
-73.991,40.837,4,0.08333333333333333
-73.991,40.838,4,0.08333333333333333
-73.991,40.84,6,0.16666666666666666
-73.991,40.841,5,0.16666666666666666
-73.991,40.842,4,0.08333333333333333
-73.991,40.845,0,0.08333333333333333
-73.991,40.846,4,0.16666666666666666
-73.991,40.85,2,0.08333333333333333
-73.991,40.851,3,0.5
-73.991,40.853,3,0.08333333333333333
-73.99,40.703,0,40.5
-73.99,40.703,1,40.5
-73.99,40.703,2,42.833333333333336
-73.99,40.703,3,44.5
-73.99,40.703,4,43.25
-73.99,40.703,5,43.25
-73.99,40.703,6,36.916666666666664
-73.99,40.704,0,6.833333333333333
-73.99,40.704,1,9.916666666666666
-73.99,40.704,2,9.083333333333334
-73.99,40.704,3,12.416666666666666
-73.99,40.704,4,12.75
-73.99,40.704,5,16.0
-73.99,40.704,6,12.166666666666666
-73.99,40.705,0,0.16666666666666666
-73.99,40.705,1,0.16666666666666666
-73.99,40.705,2,0.4166666666666667
-73.99,40.705,5,0.08333333333333333
-73.99,40.705,6,1.6666666666666667
-73.99,40.706,0,0.4166666666666667
-73.99,40.706,1,0.16666666666666666
-73.99,40.706,2,0.8333333333333334
-73.99,40.706,3,0.25
-73.99,40.706,4,0.16666666666666666
-73.99,40.706,5,1.1666666666666667
-73.99,40.706,6,0.4166666666666667
-73.99,40.707,0,0.08333333333333333
-73.99,40.707,1,0.16666666666666666
-73.99,40.707,2,0.08333333333333333
-73.99,40.707,3,0.9166666666666666
-73.99,40.707,4,0.3333333333333333
-73.99,40.707,5,0.5
-73.99,40.707,6,0.16666666666666666
-73.99,40.709,6,0.08333333333333333
-73.99,40.71,0,10.0
-73.99,40.71,1,10.0
-73.99,40.71,2,11.25
-73.99,40.71,3,11.166666666666666
-73.99,40.71,4,13.583333333333334
-73.99,40.71,5,13.75
-73.99,40.71,6,12.416666666666666
-73.99,40.711,0,15.0
-73.99,40.711,1,14.75
-73.99,40.711,2,16.083333333333332
-73.99,40.711,3,18.0
-73.99,40.711,4,18.666666666666668
-73.99,40.711,5,18.916666666666668
-73.99,40.711,6,18.25
-73.99,40.712,0,5.833333333333333
-73.99,40.712,1,5.5
-73.99,40.712,2,6.5
-73.99,40.712,3,5.25
-73.99,40.712,4,5.75
-73.99,40.712,5,8.583333333333334
-73.99,40.712,6,6.0
-73.99,40.713,0,32.416666666666664
-73.99,40.713,1,35.583333333333336
-73.99,40.713,2,34.083333333333336
-73.99,40.713,3,31.75
-73.99,40.713,4,36.833333333333336
-73.99,40.713,5,48.5
-73.99,40.713,6,41.916666666666664
-73.99,40.714,0,100.41666666666667
-73.99,40.714,1,115.08333333333333
-73.99,40.714,2,117.66666666666667
-73.99,40.714,3,128.0
-73.99,40.714,4,172.08333333333334
-73.99,40.714,5,222.66666666666666
-73.99,40.714,6,172.25
-73.99,40.715,0,57.666666666666664
-73.99,40.715,1,70.33333333333333
-73.99,40.715,2,70.0
-73.99,40.715,3,64.66666666666667
-73.99,40.715,4,88.08333333333333
-73.99,40.715,5,115.08333333333333
-73.99,40.715,6,89.41666666666667
-73.99,40.716,0,53.666666666666664
-73.99,40.716,1,61.083333333333336
-73.99,40.716,2,54.25
-73.99,40.716,3,61.0
-73.99,40.716,4,65.0
-73.99,40.716,5,101.33333333333333
-73.99,40.716,6,84.66666666666667
-73.99,40.717,0,58.333333333333336
-73.99,40.717,1,60.083333333333336
-73.99,40.717,2,56.25
-73.99,40.717,3,61.0
-73.99,40.717,4,71.0
-73.99,40.717,5,95.16666666666667
-73.99,40.717,6,84.83333333333333
-73.99,40.718,0,70.91666666666667
-73.99,40.718,1,89.33333333333333
-73.99,40.718,2,92.5
-73.99,40.718,3,106.5
-73.99,40.718,4,127.91666666666667
-73.99,40.718,5,196.91666666666666
-73.99,40.718,6,131.5
-73.99,40.719,0,163.08333333333334
-73.99,40.719,1,193.08333333333334
-73.99,40.719,2,172.16666666666666
-73.99,40.719,3,198.5
-73.99,40.719,4,283.6666666666667
-73.99,40.719,5,544.6666666666666
-73.99,40.719,6,458.6666666666667
-73.99,40.72,0,61.916666666666664
-73.99,40.72,1,75.25
-73.99,40.72,2,76.16666666666667
-73.99,40.72,3,86.41666666666667
-73.99,40.72,4,131.16666666666666
-73.99,40.72,5,185.33333333333334
-73.99,40.72,6,129.16666666666666
-73.99,40.721,0,66.0
-73.99,40.721,1,77.41666666666667
-73.99,40.721,2,79.16666666666667
-73.99,40.721,3,81.66666666666667
-73.99,40.721,4,101.75
-73.99,40.721,5,134.75
-73.99,40.721,6,116.41666666666667
-73.99,40.722,0,8.0
-73.99,40.722,1,8.416666666666666
-73.99,40.722,2,12.5
-73.99,40.722,3,16.0
-73.99,40.722,4,22.416666666666668
-73.99,40.722,5,41.166666666666664
-73.99,40.722,6,28.75
-73.99,40.723,0,103.16666666666667
-73.99,40.723,1,100.33333333333333
-73.99,40.723,2,108.0
-73.99,40.723,3,129.5
-73.99,40.723,4,194.33333333333334
-73.99,40.723,5,340.0833333333333
-73.99,40.723,6,225.66666666666666
-73.99,40.724,0,26.166666666666668
-73.99,40.724,1,29.333333333333332
-73.99,40.724,2,30.583333333333332
-73.99,40.724,3,36.666666666666664
-73.99,40.724,4,41.333333333333336
-73.99,40.724,5,63.083333333333336
-73.99,40.724,6,46.833333333333336
-73.99,40.725,0,155.41666666666666
-73.99,40.725,1,185.58333333333334
-73.99,40.725,2,196.25
-73.99,40.725,3,217.5
-73.99,40.725,4,268.4166666666667
-73.99,40.725,5,375.1666666666667
-73.99,40.725,6,258.75
-73.99,40.726,0,218.5
-73.99,40.726,1,266.4166666666667
-73.99,40.726,2,275.8333333333333
-73.99,40.726,3,301.5
-73.99,40.726,4,409.75
-73.99,40.726,5,595.6666666666666
-73.99,40.726,6,437.9166666666667
-73.99,40.727,0,48.5
-73.99,40.727,1,59.416666666666664
-73.99,40.727,2,56.333333333333336
-73.99,40.727,3,59.25
-73.99,40.727,4,76.58333333333333
-73.99,40.727,5,104.41666666666667
-73.99,40.727,6,80.08333333333333
-73.99,40.728,0,31.75
-73.99,40.728,1,35.166666666666664
-73.99,40.728,2,29.083333333333332
-73.99,40.728,3,30.583333333333332
-73.99,40.728,4,31.833333333333332
-73.99,40.728,5,46.0
-73.99,40.728,6,48.416666666666664
-73.99,40.729,0,201.0
-73.99,40.729,1,219.83333333333334
-73.99,40.729,2,204.58333333333334
-73.99,40.729,3,253.41666666666666
-73.99,40.729,4,305.4166666666667
-73.99,40.729,5,403.0833333333333
-73.99,40.729,6,286.3333333333333
-73.99,40.73,0,214.91666666666666
-73.99,40.73,1,278.4166666666667
-73.99,40.73,2,251.58333333333334
-73.99,40.73,3,295.0833333333333
-73.99,40.73,4,369.0
-73.99,40.73,5,519.75
-73.99,40.73,6,339.3333333333333
-73.99,40.731,0,128.08333333333334
-73.99,40.731,1,163.5
-73.99,40.731,2,162.25
-73.99,40.731,3,165.66666666666666
-73.99,40.731,4,178.08333333333334
-73.99,40.731,5,219.41666666666666
-73.99,40.731,6,162.16666666666666
-73.99,40.732,0,152.25
-73.99,40.732,1,198.41666666666666
-73.99,40.732,2,188.66666666666666
-73.99,40.732,3,201.91666666666666
-73.99,40.732,4,204.5
-73.99,40.732,5,257.8333333333333
-73.99,40.732,6,180.08333333333334
-73.99,40.733,0,255.91666666666666
-73.99,40.733,1,289.1666666666667
-73.99,40.733,2,300.6666666666667
-73.99,40.733,3,324.0
-73.99,40.733,4,362.5
-73.99,40.733,5,442.25
-73.99,40.733,6,332.9166666666667
-73.99,40.734,0,350.4166666666667
-73.99,40.734,1,428.9166666666667
-73.99,40.734,2,438.8333333333333
-73.99,40.734,3,402.0833333333333
-73.99,40.734,4,493.3333333333333
-73.99,40.734,5,575.75
-73.99,40.734,6,476.9166666666667
-73.99,40.735,0,332.9166666666667
-73.99,40.735,1,404.1666666666667
-73.99,40.735,2,393.0833333333333
-73.99,40.735,3,403.5
-73.99,40.735,4,419.1666666666667
-73.99,40.735,5,521.9166666666666
-73.99,40.735,6,369.1666666666667
-73.99,40.736,0,94.33333333333333
-73.99,40.736,1,123.0
-73.99,40.736,2,132.08333333333334
-73.99,40.736,3,139.08333333333334
-73.99,40.736,4,126.5
-73.99,40.736,5,151.25
-73.99,40.736,6,102.75
-73.99,40.737,0,225.41666666666666
-73.99,40.737,1,262.0
-73.99,40.737,2,254.16666666666666
-73.99,40.737,3,248.5
-73.99,40.737,4,239.5
-73.99,40.737,5,311.9166666666667
-73.99,40.737,6,212.16666666666666
-73.99,40.738,0,302.25
-73.99,40.738,1,345.8333333333333
-73.99,40.738,2,297.6666666666667
-73.99,40.738,3,315.3333333333333
-73.99,40.738,4,326.25
-73.99,40.738,5,413.0833333333333
-73.99,40.738,6,316.4166666666667
-73.99,40.739,0,290.5
-73.99,40.739,1,352.4166666666667
-73.99,40.739,2,336.5833333333333
-73.99,40.739,3,340.0833333333333
-73.99,40.739,4,343.3333333333333
-73.99,40.739,5,376.75
-73.99,40.739,6,253.25
-73.99,40.74,0,339.4166666666667
-73.99,40.74,1,454.75
-73.99,40.74,2,388.75
-73.99,40.74,3,389.25
-73.99,40.74,4,368.9166666666667
-73.99,40.74,5,338.75
-73.99,40.74,6,231.66666666666666
-73.99,40.741,0,362.9166666666667
-73.99,40.741,1,471.0833333333333
-73.99,40.741,2,437.5
-73.99,40.741,3,405.25
-73.99,40.741,4,384.3333333333333
-73.99,40.741,5,346.3333333333333
-73.99,40.741,6,245.83333333333334
-73.99,40.742,0,364.0
-73.99,40.742,1,391.0
-73.99,40.742,2,401.3333333333333
-73.99,40.742,3,407.3333333333333
-73.99,40.742,4,400.9166666666667
-73.99,40.742,5,450.6666666666667
-73.99,40.742,6,354.8333333333333
-73.99,40.743,0,83.91666666666667
-73.99,40.743,1,101.91666666666667
-73.99,40.743,2,103.08333333333333
-73.99,40.743,3,109.83333333333333
-73.99,40.743,4,100.91666666666667
-73.99,40.743,5,115.33333333333333
-73.99,40.743,6,75.41666666666667
-73.99,40.744,0,140.25
-73.99,40.744,1,183.41666666666666
-73.99,40.744,2,181.33333333333334
-73.99,40.744,3,185.66666666666666
-73.99,40.744,4,199.91666666666666
-73.99,40.744,5,187.33333333333334
-73.99,40.744,6,147.66666666666666
-73.99,40.745,0,126.08333333333333
-73.99,40.745,1,148.91666666666666
-73.99,40.745,2,146.91666666666666
-73.99,40.745,3,147.25
-73.99,40.745,4,159.5
-73.99,40.745,5,139.41666666666666
-73.99,40.745,6,90.5
-73.99,40.746,0,179.5
-73.99,40.746,1,224.08333333333334
-73.99,40.746,2,239.0
-73.99,40.746,3,240.41666666666666
-73.99,40.746,4,259.0
-73.99,40.746,5,262.5833333333333
-73.99,40.746,6,198.5
-73.99,40.747,0,472.0
-73.99,40.747,1,539.0833333333334
-73.99,40.747,2,508.75
-73.99,40.747,3,520.5833333333334
-73.99,40.747,4,576.5
-73.99,40.747,5,571.5
-73.99,40.747,6,532.5833333333334
-73.99,40.748,0,179.33333333333334
-73.99,40.748,1,215.58333333333334
-73.99,40.748,2,194.91666666666666
-73.99,40.748,3,215.08333333333334
-73.99,40.748,4,217.33333333333334
-73.99,40.748,5,233.58333333333334
-73.99,40.748,6,205.83333333333334
-73.99,40.749,0,159.41666666666666
-73.99,40.749,1,183.41666666666666
-73.99,40.749,2,169.0
-73.99,40.749,3,192.83333333333334
-73.99,40.749,4,205.41666666666666
-73.99,40.749,5,206.25
-73.99,40.749,6,187.66666666666666
-73.99,40.75,0,142.91666666666666
-73.99,40.75,1,148.25
-73.99,40.75,2,141.33333333333334
-73.99,40.75,3,172.83333333333334
-73.99,40.75,4,186.33333333333334
-73.99,40.75,5,237.83333333333334
-73.99,40.75,6,206.08333333333334
-73.99,40.751,0,682.3333333333334
-73.99,40.751,1,758.75
-73.99,40.751,2,705.75
-73.99,40.751,3,743.5
-73.99,40.751,4,796.5
-73.99,40.751,5,1012.0
-73.99,40.751,6,828.8333333333334
-73.99,40.752,0,549.75
-73.99,40.752,1,598.1666666666666
-73.99,40.752,2,537.8333333333334
-73.99,40.752,3,567.3333333333334
-73.99,40.752,4,604.25
-73.99,40.752,5,664.25
-73.99,40.752,6,491.3333333333333
-73.99,40.753,0,119.91666666666667
-73.99,40.753,1,142.41666666666666
-73.99,40.753,2,125.41666666666667
-73.99,40.753,3,125.83333333333333
-73.99,40.753,4,112.25
-73.99,40.753,5,99.91666666666667
-73.99,40.753,6,83.33333333333333
-73.99,40.754,0,76.58333333333333
-73.99,40.754,1,92.5
-73.99,40.754,2,86.25
-73.99,40.754,3,87.91666666666667
-73.99,40.754,4,80.75
-73.99,40.754,5,55.25
-73.99,40.754,6,30.333333333333332
-73.99,40.755,0,90.66666666666667
-73.99,40.755,1,125.16666666666667
-73.99,40.755,2,122.5
-73.99,40.755,3,113.25
-73.99,40.755,4,113.08333333333333
-73.99,40.755,5,77.25
-73.99,40.755,6,43.916666666666664
-73.99,40.756,0,568.5
-73.99,40.756,1,601.1666666666666
-73.99,40.756,2,588.4166666666666
-73.99,40.756,3,589.25
-73.99,40.756,4,644.8333333333334
-73.99,40.756,5,658.6666666666666
-73.99,40.756,6,606.5833333333334
-73.99,40.757,0,1149.3333333333333
-73.99,40.757,1,1247.0833333333333
-73.99,40.757,2,1132.0
-73.99,40.757,3,1173.4166666666667
-73.99,40.757,4,1308.5833333333333
-73.99,40.757,5,1566.9166666666667
-73.99,40.757,6,1471.1666666666667
-73.99,40.758,0,248.33333333333334
-73.99,40.758,1,276.0
-73.99,40.758,2,276.1666666666667
-73.99,40.758,3,258.0833333333333
-73.99,40.758,4,288.8333333333333
-73.99,40.758,5,380.8333333333333
-73.99,40.758,6,362.1666666666667
-73.99,40.759,0,194.25
-73.99,40.759,1,185.66666666666666
-73.99,40.759,2,170.66666666666666
-73.99,40.759,3,176.08333333333334
-73.99,40.759,4,186.16666666666666
-73.99,40.759,5,249.33333333333334
-73.99,40.759,6,221.58333333333334
-73.99,40.76,0,65.25
-73.99,40.76,1,80.91666666666667
-73.99,40.76,2,75.08333333333333
-73.99,40.76,3,73.91666666666667
-73.99,40.76,4,94.08333333333333
-73.99,40.76,5,125.0
-73.99,40.76,6,120.83333333333333
-73.99,40.761,0,149.08333333333334
-73.99,40.761,1,194.66666666666666
-73.99,40.761,2,170.66666666666666
-73.99,40.761,3,177.0
-73.99,40.761,4,231.66666666666666
-73.99,40.761,5,349.6666666666667
-73.99,40.761,6,256.25
-73.99,40.762,0,257.1666666666667
-73.99,40.762,1,310.25
-73.99,40.762,2,319.8333333333333
-73.99,40.762,3,321.0
-73.99,40.762,4,410.3333333333333
-73.99,40.762,5,525.0833333333334
-73.99,40.762,6,409.3333333333333
-73.99,40.763,0,77.0
-73.99,40.763,1,84.91666666666667
-73.99,40.763,2,86.25
-73.99,40.763,3,108.33333333333333
-73.99,40.763,4,127.5
-73.99,40.763,5,137.25
-73.99,40.763,6,137.33333333333334
-73.99,40.764,0,23.75
-73.99,40.764,1,26.25
-73.99,40.764,2,31.166666666666668
-73.99,40.764,3,29.5
-73.99,40.764,4,37.083333333333336
-73.99,40.764,5,44.833333333333336
-73.99,40.764,6,39.666666666666664
-73.99,40.765,0,35.5
-73.99,40.765,1,38.083333333333336
-73.99,40.765,2,36.583333333333336
-73.99,40.765,3,40.333333333333336
-73.99,40.765,4,49.0
-73.99,40.765,5,59.0
-73.99,40.765,6,56.5
-73.99,40.766,0,57.833333333333336
-73.99,40.766,1,72.58333333333333
